obsnme,obsval,weight,obgnme
loc200n0021,-9999.0,0.0,08075X0001
loc200n0022,-9999.0,0.0,08075X0001
loc200n0023,-9999.0,0.0,08075X0001
loc200n0024,-9999.0,0.0,08075X0001
loc200n0025,144.8,0.02441797141944772,08075X0001
loc200n0026,-9999.0,0.0,08075X0001
loc200n0027,-9999.0,0.0,08075X0001
loc200n0028,-9999.0,0.0,08075X0001
loc200n0029,-9999.0,0.0,08075X0001
loc200n0030,144.41,0.02441797141944772,08075X0001
loc200n0031,-9999.0,0.0,08075X0001
loc200n0032,-9999.0,0.0,08075X0001
loc200n0033,-9999.0,0.0,08075X0001
loc200n0034,-9999.0,0.0,08075X0001
loc200n0035,-9999.0,0.0,08075X0001
loc200n0036,-9999.0,0.0,08075X0001
loc200n0037,-9999.0,0.0,08075X0001
loc200n0038,-9999.0,0.0,08075X0001
loc200n0039,-9999.0,0.0,08075X0001
loc200n0040,-9999.0,0.0,08075X0001
loc201n0001,19.11,0.006756294294970797,08043X0008
loc201n0002,-9999.0,0.0,08043X0008
loc201n0003,-9999.0,0.0,08043X0008
loc201n0004,-9999.0,0.0,08043X0008
loc201n0005,-9999.0,0.0,08043X0008
loc201n0006,-9999.0,0.0,08043X0008
loc201n0007,-9999.0,0.0,08043X0008
loc201n0008,-9999.0,0.0,08043X0008
loc201n0009,-9999.0,0.0,08043X0008
loc201n0010,-9999.0,0.0,08043X0008
loc201n0011,-9999.0,0.0,08043X0008
loc201n0012,-9999.0,0.0,08043X0008
loc201n0013,-9999.0,0.0,08043X0008
loc201n0014,-9999.0,0.0,08043X0008
loc201n0015,-9999.0,0.0,08043X0008
loc201n0016,-9999.0,0.0,08043X0008
loc201n0017,8.7,0.006756294294970797,08043X0008
loc201n0018,-9999.0,0.0,08043X0008
loc201n0019,-9999.0,0.0,08043X0008
loc201n0020,-9999.0,0.0,08043X0008
loc201n0021,5.08,0.006756294294970797,08043X0008
loc201n0022,4.6800000000000015,0.006756294294970797,08043X0008
loc201n0023,-9999.0,0.0,08043X0008
loc201n0024,4.58,0.006756294294970797,08043X0008
loc201n0025,3.08,0.006756294294970797,08043X0008
loc201n0026,3.53,0.006756294294970797,08043X0008
loc201n0027,2.96,0.006756294294970797,08043X0008
loc201n0028,5.54,0.006756294294970797,08043X0008
loc201n0029,-9999.0,0.0,08043X0008
loc201n0030,-9999.0,0.0,08043X0008
loc201n0031,-9999.0,0.0,08043X0008
loc201n0032,-9999.0,0.0,08043X0008
loc201n0033,-9999.0,0.0,08043X0008
loc201n0034,-9999.0,0.0,08043X0008
loc201n0035,-9999.0,0.0,08043X0008
loc201n0036,-9999.0,0.0,08043X0008
loc201n0037,-9999.0,0.0,08043X0008
loc201n0038,-9999.0,0.0,08043X0008
loc201n0039,-9999.0,0.0,08043X0008
loc201n0040,-9999.0,0.0,08043X0008
loc202n0001,-9999.0,0.0,08272X0500
loc202n0002,-9999.0,0.0,08272X0500
loc202n0003,-9999.0,0.0,08272X0500
loc202n0004,-9999.0,0.0,08272X0500
loc202n0005,-9999.0,0.0,08272X0500
loc202n0006,-9999.0,0.0,08272X0500
loc202n0007,-9999.0,0.0,08272X0500
loc202n0008,-9999.0,0.0,08272X0500
loc202n0009,-9999.0,0.0,08272X0500
loc202n0010,-9999.0,0.0,08272X0500
loc202n0011,36.665,0.006769504534582197,08272X0500
loc202n0012,34.791666666666664,0.006769504534582197,08272X0500
loc202n0013,-9999.0,0.0,08272X0500
loc202n0014,-9999.0,0.0,08272X0500
loc202n0015,-9999.0,0.0,08272X0500
loc202n0016,-9999.0,0.0,08272X0500
loc202n0017,-9999.0,0.0,08272X0500
loc202n0018,33.07,0.006769504534582197,08272X0500
loc202n0019,-9999.0,0.0,08272X0500
loc202n0020,-9999.0,0.0,08272X0500
loc202n0021,-9999.0,0.0,08272X0500
loc202n0022,-9999.0,0.0,08272X0500
loc202n0023,-9999.0,0.0,08272X0500
loc202n0024,-9999.0,0.0,08272X0500
loc202n0025,-9999.0,0.0,08272X0500
loc202n0026,-9999.0,0.0,08272X0500
loc202n0027,33.364999999999995,0.006769504534582197,08272X0500
loc202n0028,-9999.0,0.0,08272X0500
loc202n0029,-9999.0,0.0,08272X0500
loc202n0030,-9999.0,0.0,08272X0500
loc202n0031,-9999.0,0.0,08272X0500
loc202n0032,-9999.0,0.0,08272X0500
loc202n0033,-9999.0,0.0,08272X0500
loc202n0034,-9999.0,0.0,08272X0500
loc202n0035,-9999.0,0.0,08272X0500
loc202n0036,-9999.0,0.0,08272X0500
loc202n0037,-9999.0,0.0,08272X0500
loc202n0038,-9999.0,0.0,08272X0500
loc202n0039,-9999.0,0.0,08272X0500
loc202n0040,-9999.0,0.0,08272X0500
loc203n0001,-9999.0,0.0,08026X0036
loc203n0002,-9999.0,0.0,08026X0036
loc203n0003,-9999.0,0.0,08026X0036
loc203n0004,-9999.0,0.0,08026X0036
loc203n0005,-9999.0,0.0,08026X0036
loc203n0006,-9999.0,0.0,08026X0036
loc203n0007,-9999.0,0.0,08026X0036
loc203n0008,-9999.0,0.0,08026X0036
loc203n0009,-9999.0,0.0,08026X0036
loc203n0010,-9999.0,0.0,08026X0036
loc203n0011,-9999.0,0.0,08026X0036
loc203n0012,-9999.0,0.0,08026X0036
loc203n0013,-9999.0,0.0,08026X0036
loc203n0014,-9999.0,0.0,08026X0036
loc203n0015,-9999.0,0.0,08026X0036
loc203n0016,-9999.0,0.0,08026X0036
loc203n0017,-9999.0,0.0,08026X0036
loc203n0018,-9999.0,0.0,08026X0036
loc203n0019,-9999.0,0.0,08026X0036
loc203n0020,30.78,9.909165978530105,08026X0036
loc203n0021,30.298181818181813,16.726384004600465,08026X0036
loc203n0022,30.0432,17.210211024723495,08026X0036
loc203n0023,30.34666666666667,13.895321908290812,08026X0036
loc203n0024,29.959999999999994,15.491949528296876,08026X0036
loc203n0025,29.724411764705888,15.756744415717312,08026X0036
loc203n0026,29.63368421052632,17.34210241019775,08026X0036
loc203n0027,29.462999999999994,17.94236911041734,08026X0036
loc203n0028,29.312,17.35260278525055,08026X0036
loc203n0029,29.208,17.195299296466725,08026X0036
loc203n0030,29.126274509803892,18.688161769689746,08026X0036
loc203n0031,29.06918918918918,18.725995940343033,08026X0036
loc203n0032,28.945245901639343,15.829878284784831,08026X0036
loc203n0033,29.47880597014925,17.32855081847831,08026X0036
loc203n0034,29.18791666666667,17.871317858929093,08026X0036
loc203n0035,29.51021276595745,16.035951943338443,08026X0036
loc203n0036,29.514461538461532,18.159333203078564,08026X0036
loc203n0037,29.28424920127794,18.875452364727426,08026X0036
loc203n0038,29.003831417624518,18.939089792827552,08026X0036
loc203n0039,28.877037037037052,18.78829767064104,08026X0036
loc203n0040,28.928168168168174,18.905346205529245,08026X0036
loc204n0001,-9999.0,0.0,07333X0027
loc204n0002,-9999.0,0.0,07333X0027
loc204n0003,-9999.0,0.0,07333X0027
loc204n0004,-9999.0,0.0,07333X0027
loc204n0005,-9999.0,0.0,07333X0027
loc204n0006,-9999.0,0.0,07333X0027
loc204n0007,-9999.0,0.0,07333X0027
loc204n0008,-9999.0,0.0,07333X0027
loc204n0009,-9999.0,0.0,07333X0027
loc204n0010,-9999.0,0.0,07333X0027
loc204n0011,-9999.0,0.0,07333X0027
loc204n0012,-9999.0,0.0,07333X0027
loc204n0013,-9999.0,0.0,07333X0027
loc204n0014,-9999.0,0.0,07333X0027
loc204n0015,-9999.0,0.0,07333X0027
loc204n0016,-9999.0,0.0,07333X0027
loc204n0017,-9999.0,0.0,07333X0027
loc204n0018,-9999.0,0.0,07333X0027
loc204n0019,-9999.0,0.0,07333X0027
loc204n0020,-9999.0,0.0,07333X0027
loc204n0021,-9999.0,0.0,07333X0027
loc204n0022,116.07137440758284,0.32881730426596945,07333X0027
loc204n0023,126.100652173913,0.3496914176142815,07333X0027
loc204n0024,117.19581267217615,0.410220589425155,07333X0027
loc204n0025,115.94079234972678,0.5828450359732621,07333X0027
loc204n0026,114.40810958904116,1.2872351101482586,07333X0027
loc204n0027,116.25569863013693,0.6495094392792528,07333X0027
loc204n0028,115.60719780219776,0.7825095075592735,07333X0027
loc204n0029,117.89275956284143,0.5295857061751308,07333X0027
loc204n0030,117.15839650145769,0.29515597954533834,07333X0027
loc204n0031,114.03953424657551,1.4464947367879242,07333X0027
loc204n0032,115.84550684931513,0.7656627122204674,07333X0027
loc204n0033,116.33176470588222,1.0661361421322983,07333X0027
loc204n0034,113.09646575342464,1.296067383122707,07333X0027
loc204n0035,115.51342465753423,0.8075870155270004,07333X0027
loc204n0036,118.62857534246571,1.3465647884811769,07333X0027
loc204n0037,119.28568306010919,1.3756054027379634,07333X0027
loc204n0038,117.59904109589054,0.8541263044609334,07333X0027
loc204n0039,117.00986301369862,0.7196764128018135,07333X0027
loc204n0040,113.03274509803923,0.4929880230867938,07333X0027
loc205n0001,-9999.0,0.0,07584X0002
loc205n0002,-9999.0,0.0,07584X0002
loc205n0003,-9999.0,0.0,07584X0002
loc205n0004,-9999.0,0.0,07584X0002
loc205n0005,-9999.0,0.0,07584X0002
loc205n0006,-9999.0,0.0,07584X0002
loc205n0007,-9999.0,0.0,07584X0002
loc205n0008,-9999.0,0.0,07584X0002
loc205n0009,-9999.0,0.0,07584X0002
loc205n0010,-9999.0,0.0,07584X0002
loc205n0011,-9999.0,0.0,07584X0002
loc205n0012,-9999.0,0.0,07584X0002
loc205n0013,-9999.0,0.0,07584X0002
loc205n0014,-9999.0,0.0,07584X0002
loc205n0015,-9999.0,0.0,07584X0002
loc205n0016,-9999.0,0.0,07584X0002
loc205n0017,-9999.0,0.0,07584X0002
loc205n0018,-9999.0,0.0,07584X0002
loc205n0019,-9999.0,0.0,07584X0002
loc205n0020,-9999.0,0.0,07584X0002
loc205n0021,-9999.0,0.0,07584X0002
loc205n0022,-9999.0,0.0,07584X0002
loc205n0023,-9999.0,0.0,07584X0002
loc205n0024,-9999.0,0.0,07584X0002
loc205n0025,150.1,0.003812717965270929,07584X0002
loc205n0026,-9999.0,0.0,07584X0002
loc205n0027,160.19,0.003812717965270929,07584X0002
loc205n0028,-9999.0,0.0,07584X0002
loc205n0029,164.22,0.003812717965270929,07584X0002
loc205n0030,152.96,0.003812717965270929,07584X0002
loc205n0031,151.03166666666667,0.003812717965270929,07584X0002
loc205n0032,156.12549019607846,0.20191915253395348,07584X0002
loc205n0033,155.91817610062895,0.4313058509001007,07584X0002
loc205n0034,149.75936329588018,4.222151267027723,07584X0002
loc205n0035,153.14841807909607,0.7866153269670357,07584X0002
loc205n0036,153.0540000000002,1.0162991944390696,07584X0002
loc205n0037,156.40800546448074,1.3687167663249862,07584X0002
loc205n0038,154.91185595567876,1.9510491674913264,07584X0002
loc205n0039,156.88283707865162,1.2499398113664353,07584X0002
loc205n0040,149.74944903581272,2.738917491894892,07584X0002
loc206n0001,-9999.0,0.0,08541X0001
loc206n0002,-9999.0,0.0,08541X0001
loc206n0003,-9999.0,0.0,08541X0001
loc206n0004,-9999.0,0.0,08541X0001
loc206n0005,-9999.0,0.0,08541X0001
loc206n0006,-9999.0,0.0,08541X0001
loc206n0007,-9999.0,0.0,08541X0001
loc206n0008,-9999.0,0.0,08541X0001
loc206n0009,-9999.0,0.0,08541X0001
loc206n0010,-9999.0,0.0,08541X0001
loc206n0011,-9999.0,0.0,08541X0001
loc206n0012,-9999.0,0.0,08541X0001
loc206n0013,-9999.0,0.0,08541X0001
loc206n0014,-9999.0,0.0,08541X0001
loc206n0015,17.7,0.002441797141944772,08541X0001
loc206n0016,-9999.0,0.0,08541X0001
loc206n0017,-9999.0,0.0,08541X0001
loc206n0018,-9999.0,0.0,08541X0001
loc206n0019,13.786666666666667,0.002441797141944772,08541X0001
loc206n0020,13.68,0.002441797141944772,08541X0001
loc206n0021,11.78,0.002441797141944772,08541X0001
loc206n0022,12.24,0.002441797141944772,08541X0001
loc206n0023,11.65,0.002441797141944772,08541X0001
loc206n0024,10.63,0.002441797141944772,08541X0001
loc206n0025,9.63,0.002441797141944772,08541X0001
loc206n0026,-9999.0,0.0,08541X0001
loc206n0027,7.21,0.002441797141944772,08541X0001
loc206n0028,6.23,0.002441797141944772,08541X0001
loc206n0029,6.1850000000000005,0.002441797141944772,08541X0001
loc206n0030,4.69,0.002441797141944772,08541X0001
loc206n0031,-9999.0,0.0,08541X0001
loc206n0032,-9999.0,0.0,08541X0001
loc206n0033,1.4725,2.3463955276279185,08541X0001
loc206n0034,0.4916666666666666,3.252246185180926,08541X0001
loc206n0035,-0.17166666666666666,4.673669302490263,08541X0001
loc206n0036,-1.3296875000000004,1.0828252871086823,08541X0001
loc206n0037,-0.5825207756232684,12.118377275316545,08541X0001
loc206n0038,-0.8751735015772876,15.760111731065008,08541X0001
loc206n0039,-1.2411506849315057,18.636841607978166,08541X0001
loc206n0040,-1.576109589041096,19.08240843732833,08541X0001
loc207n0001,-9999.0,0.0,07306X0066
loc207n0002,-9999.0,0.0,07306X0066
loc207n0003,-9999.0,0.0,07306X0066
loc207n0004,-9999.0,0.0,07306X0066
loc207n0005,-9999.0,0.0,07306X0066
loc207n0006,-9999.0,0.0,07306X0066
loc207n0007,-9999.0,0.0,07306X0066
loc207n0008,-9999.0,0.0,07306X0066
loc207n0009,-9999.0,0.0,07306X0066
loc207n0010,-9999.0,0.0,07306X0066
loc207n0011,-9999.0,0.0,07306X0066
loc207n0012,-9999.0,0.0,07306X0066
loc207n0013,-9999.0,0.0,07306X0066
loc207n0014,-9999.0,0.0,07306X0066
loc207n0015,-9999.0,0.0,07306X0066
loc207n0016,-9999.0,0.0,07306X0066
loc207n0017,-9999.0,0.0,07306X0066
loc207n0018,-9999.0,0.0,07306X0066
loc207n0019,-9999.0,0.0,07306X0066
loc207n0020,-9999.0,0.0,07306X0066
loc207n0021,-9999.0,0.0,07306X0066
loc207n0022,-9999.0,0.0,07306X0066
loc207n0023,-9999.0,0.0,07306X0066
loc207n0024,-9999.0,0.0,07306X0066
loc207n0025,-9999.0,0.0,07306X0066
loc207n0026,-9999.0,0.0,07306X0066
loc207n0027,1.160967741935484,18.03129527368666,07306X0066
loc207n0028,1.2124242424242426,21.503062063681828,07306X0066
loc207n0029,1.227941176470588,14.7138698472817,07306X0066
loc207n0030,1.3818367346938778,12.330153336061375,07306X0066
loc207n0031,0.976,23.09883038392973,07306X0066
loc207n0032,1.0614814814814817,16.141058922955185,07306X0066
loc207n0033,1.11725,19.56948021641588,07306X0066
loc207n0034,0.9300000000000002,22.92271571664745,07306X0066
loc207n0035,1.1587500000000004,16.477087738115703,07306X0066
loc207n0036,0.8082051282051282,18.857351143467127,07306X0066
loc207n0037,1.2766666666666668,24.92492319090541,07306X0066
loc207n0038,1.1645276872964174,26.596373472828198,07306X0066
loc207n0039,1.2285082872928184,26.052849955334754,07306X0066
loc207n0040,1.112245989304813,23.91019642728406,07306X0066
loc208n0001,-9999.0,0.0,07588X0048
loc208n0002,-9999.0,0.0,07588X0048
loc208n0003,-9999.0,0.0,07588X0048
loc208n0004,-9999.0,0.0,07588X0048
loc208n0005,-9999.0,0.0,07588X0048
loc208n0006,-9999.0,0.0,07588X0048
loc208n0007,-9999.0,0.0,07588X0048
loc208n0008,-9999.0,0.0,07588X0048
loc208n0009,-9999.0,0.0,07588X0048
loc208n0010,-9999.0,0.0,07588X0048
loc208n0011,-9999.0,0.0,07588X0048
loc208n0012,-9999.0,0.0,07588X0048
loc208n0013,-9999.0,0.0,07588X0048
loc208n0014,-9999.0,0.0,07588X0048
loc208n0015,-9999.0,0.0,07588X0048
loc208n0016,-9999.0,0.0,07588X0048
loc208n0017,-9999.0,0.0,07588X0048
loc208n0018,-9999.0,0.0,07588X0048
loc208n0019,-9999.0,0.0,07588X0048
loc208n0020,-9999.0,0.0,07588X0048
loc208n0021,-9999.0,0.0,07588X0048
loc208n0022,-9999.0,0.0,07588X0048
loc208n0023,-9999.0,0.0,07588X0048
loc208n0024,-9999.0,0.0,07588X0048
loc208n0025,-9999.0,0.0,07588X0048
loc208n0026,-9999.0,0.0,07588X0048
loc208n0027,-9999.0,0.0,07588X0048
loc208n0028,-9999.0,0.0,07588X0048
loc208n0029,-9999.0,0.0,07588X0048
loc208n0030,-9999.0,0.0,07588X0048
loc208n0031,-9999.0,0.0,07588X0048
loc208n0032,103.94666666666666,0.001550546333962568,07588X0048
loc208n0033,102.495,0.001550546333962568,07588X0048
loc208n0034,100.61,0.001550546333962568,07588X0048
loc208n0035,101.685,0.001550546333962568,07588X0048
loc208n0036,103.305,0.001550546333962568,07588X0048
loc208n0037,102.9325,0.001550546333962568,07588X0048
loc208n0038,102.6575,0.001550546333962568,07588X0048
loc208n0039,103.73166666666668,0.001550546333962568,07588X0048
loc208n0040,100.363,0.28114361349950523,07588X0048
loc209n0001,-9999.0,0.0,08507X0132
loc209n0002,-9999.0,0.0,08507X0132
loc209n0003,-9999.0,0.0,08507X0132
loc209n0004,-9999.0,0.0,08507X0132
loc209n0005,-9999.0,0.0,08507X0132
loc209n0006,-9999.0,0.0,08507X0132
loc209n0007,-9999.0,0.0,08507X0132
loc209n0008,-9999.0,0.0,08507X0132
loc209n0009,-9999.0,0.0,08507X0132
loc209n0010,-9999.0,0.0,08507X0132
loc209n0011,-9999.0,0.0,08507X0132
loc209n0012,-9999.0,0.0,08507X0132
loc209n0013,-9999.0,0.0,08507X0132
loc209n0014,-9999.0,0.0,08507X0132
loc209n0015,-9999.0,0.0,08507X0132
loc209n0016,-9999.0,0.0,08507X0132
loc209n0017,-9999.0,0.0,08507X0132
loc209n0018,-9999.0,0.0,08507X0132
loc209n0019,-9999.0,0.0,08507X0132
loc209n0020,-9999.0,0.0,08507X0132
loc209n0021,-9999.0,0.0,08507X0132
loc209n0022,-9999.0,0.0,08507X0132
loc209n0023,-9999.0,0.0,08507X0132
loc209n0024,-9999.0,0.0,08507X0132
loc209n0025,-9999.0,0.0,08507X0132
loc209n0026,-9999.0,0.0,08507X0132
loc209n0027,-9999.0,0.0,08507X0132
loc209n0028,-9999.0,0.0,08507X0132
loc209n0029,-9999.0,0.0,08507X0132
loc209n0030,-9999.0,0.0,08507X0132
loc209n0031,-9999.0,0.0,08507X0132
loc209n0032,-9999.0,0.0,08507X0132
loc209n0033,-9999.0,0.0,08507X0132
loc209n0034,-9999.0,0.0,08507X0132
loc209n0035,27.9,0.6616305669402467,08507X0132
loc209n0036,-9999.0,0.0,08507X0132
loc209n0037,27.22636363636364,29.697915746276692,08507X0132
loc209n0038,27.88090909090909,24.884216414533892,08507X0132
loc209n0039,-9999.0,0.0,08507X0132
loc209n0040,-9999.0,0.0,08507X0132
loc210n0001,-9999.0,0.0,08304X0019
loc210n0002,-9999.0,0.0,08304X0019
loc210n0003,-9999.0,0.0,08304X0019
loc210n0004,-9999.0,0.0,08304X0019
loc210n0005,-9999.0,0.0,08304X0019
loc210n0006,-9999.0,0.0,08304X0019
loc210n0007,-9999.0,0.0,08304X0019
loc210n0008,-9999.0,0.0,08304X0019
loc210n0009,-9999.0,0.0,08304X0019
loc210n0010,-9999.0,0.0,08304X0019
loc210n0011,-9999.0,0.0,08304X0019
loc210n0012,-9999.0,0.0,08304X0019
loc210n0013,-9999.0,0.0,08304X0019
loc210n0014,-9999.0,0.0,08304X0019
loc210n0015,-9999.0,0.0,08304X0019
loc210n0016,-9999.0,0.0,08304X0019
loc210n0017,-9999.0,0.0,08304X0019
loc210n0018,-9999.0,0.0,08304X0019
loc210n0019,-9999.0,0.0,08304X0019
loc210n0020,-9999.0,0.0,08304X0019
loc210n0021,-9999.0,0.0,08304X0019
loc210n0022,-9999.0,0.0,08304X0019
loc210n0023,-9999.0,0.0,08304X0019
loc210n0024,-9999.0,0.0,08304X0019
loc210n0025,87.9,0.04883594283889544,08304X0019
loc210n0026,-9999.0,0.0,08304X0019
loc210n0027,-9999.0,0.0,08304X0019
loc210n0028,-9999.0,0.0,08304X0019
loc210n0029,-9999.0,0.0,08304X0019
loc210n0030,-9999.0,0.0,08304X0019
loc210n0031,-9999.0,0.0,08304X0019
loc210n0032,-9999.0,0.0,08304X0019
loc210n0033,-9999.0,0.0,08304X0019
loc210n0034,-9999.0,0.0,08304X0019
loc210n0035,-9999.0,0.0,08304X0019
loc210n0036,-9999.0,0.0,08304X0019
loc210n0037,-9999.0,0.0,08304X0019
loc210n0038,-9999.0,0.0,08304X0019
loc210n0039,-9999.0,0.0,08304X0019
loc210n0040,-9999.0,0.0,08304X0019
loc211n0001,-9999.0,0.0,07305X0036
loc211n0002,-9999.0,0.0,07305X0036
loc211n0003,-9999.0,0.0,07305X0036
loc211n0004,-9999.0,0.0,07305X0036
loc211n0005,-9999.0,0.0,07305X0036
loc211n0006,-9999.0,0.0,07305X0036
loc211n0007,2.49,0.0026437673328146604,07305X0036
loc211n0008,-9999.0,0.0,07305X0036
loc211n0009,2.715,0.0026437673328146604,07305X0036
loc211n0010,-9999.0,0.0,07305X0036
loc211n0011,-9999.0,0.0,07305X0036
loc211n0012,-9999.0,0.0,07305X0036
loc211n0013,2.26,0.0026437673328146604,07305X0036
loc211n0014,2.8666666666666667,0.0026437673328146604,07305X0036
loc211n0015,-9999.0,0.0,07305X0036
loc211n0016,2.44,0.0026437673328146604,07305X0036
loc211n0017,-9999.0,0.0,07305X0036
loc211n0018,-9999.0,0.0,07305X0036
loc211n0019,-9999.0,0.0,07305X0036
loc211n0020,-9999.0,0.0,07305X0036
loc211n0021,-9999.0,0.0,07305X0036
loc211n0022,2.99,0.0026437673328146604,07305X0036
loc211n0023,-9999.0,0.0,07305X0036
loc211n0024,2.6566666666666667,0.0026437673328146604,07305X0036
loc211n0025,1.6,0.0026437673328146604,07305X0036
loc211n0026,2.96,0.0026437673328146604,07305X0036
loc211n0027,2.215,0.0026437673328146604,07305X0036
loc211n0028,1.84,0.0026437673328146604,07305X0036
loc211n0029,2.38,0.0026437673328146604,07305X0036
loc211n0030,1.61,0.0026437673328146604,07305X0036
loc211n0031,2.13,0.0026437673328146604,07305X0036
loc211n0032,2.22,0.0026437673328146604,07305X0036
loc211n0033,1.51,0.0026437673328146604,07305X0036
loc211n0034,2.17,0.0026437673328146604,07305X0036
loc211n0035,1.87,0.0026437673328146604,07305X0036
loc211n0036,2.47,0.0026437673328146604,07305X0036
loc211n0037,1.88,0.0026437673328146604,07305X0036
loc211n0038,2.01,0.0026437673328146604,07305X0036
loc211n0039,2.8,0.0026437673328146604,07305X0036
loc211n0040,2.06,0.0026437673328146604,07305X0036
loc212n0001,-9999.0,0.0,08047X0042
loc212n0002,-9999.0,0.0,08047X0042
loc212n0003,-9999.0,0.0,08047X0042
loc212n0004,-9999.0,0.0,08047X0042
loc212n0005,-9999.0,0.0,08047X0042
loc212n0006,-9999.0,0.0,08047X0042
loc212n0007,-9999.0,0.0,08047X0042
loc212n0008,-9999.0,0.0,08047X0042
loc212n0009,-9999.0,0.0,08047X0042
loc212n0010,-9999.0,0.0,08047X0042
loc212n0011,-9999.0,0.0,08047X0042
loc212n0012,-9999.0,0.0,08047X0042
loc212n0013,-9999.0,0.0,08047X0042
loc212n0014,-9999.0,0.0,08047X0042
loc212n0015,-9999.0,0.0,08047X0042
loc212n0016,-9999.0,0.0,08047X0042
loc212n0017,15.52,0.0027639385752153264,08047X0042
loc212n0018,-9999.0,0.0,08047X0042
loc212n0019,-9999.0,0.0,08047X0042
loc212n0020,4.94,0.0027639385752153264,08047X0042
loc212n0021,5.035,0.0027639385752153264,08047X0042
loc212n0022,4.14,0.0027639385752153264,08047X0042
loc212n0023,3.81,0.0027639385752153264,08047X0042
loc212n0024,3.546666666666667,0.0027639385752153264,08047X0042
loc212n0025,3.19,0.0027639385752153264,08047X0042
loc212n0026,2.0866666666666664,0.0027639385752153264,08047X0042
loc212n0027,2.435,0.0027639385752153264,08047X0042
loc212n0028,1.5833333333333333,0.0027639385752153264,08047X0042
loc212n0029,1.1949999999999998,0.0027639385752153264,08047X0042
loc212n0030,0.8400000000000001,0.0027639385752153264,08047X0042
loc212n0031,0.07500000000000001,0.0027639385752153264,08047X0042
loc212n0032,-0.6066666666666666,0.0027639385752153264,08047X0042
loc212n0033,-0.8649999999999999,0.0027639385752153264,08047X0042
loc212n0034,-2.015,0.0027639385752153264,08047X0042
loc212n0035,-2.1299999999999994,0.0027639385752153264,08047X0042
loc212n0036,-1.9125,0.0027639385752153264,08047X0042
loc212n0037,-1.825,0.0027639385752153264,08047X0042
loc212n0038,-2.045,0.0027639385752153264,08047X0042
loc212n0039,-2.37,0.0027639385752153264,08047X0042
loc212n0040,-2.6125,0.0027639385752153264,08047X0042
loc213n0001,-9999.0,0.0,08057X0002
loc213n0002,-9999.0,0.0,08057X0002
loc213n0003,-9999.0,0.0,08057X0002
loc213n0004,-9999.0,0.0,08057X0002
loc213n0005,-9999.0,0.0,08057X0002
loc213n0006,-9999.0,0.0,08057X0002
loc213n0007,-9999.0,0.0,08057X0002
loc213n0008,-9999.0,0.0,08057X0002
loc213n0009,-9999.0,0.0,08057X0002
loc213n0010,-9999.0,0.0,08057X0002
loc213n0011,-9999.0,0.0,08057X0002
loc213n0012,-9999.0,0.0,08057X0002
loc213n0013,15.35,0.0022873637869467943,08057X0002
loc213n0014,-9999.0,0.0,08057X0002
loc213n0015,-9999.0,0.0,08057X0002
loc213n0016,-9999.0,0.0,08057X0002
loc213n0017,5.6466666666666665,0.0022873637869467943,08057X0002
loc213n0018,-9999.0,0.0,08057X0002
loc213n0019,-9999.0,0.0,08057X0002
loc213n0020,-3.67,0.0022873637869467943,08057X0002
loc213n0021,-9999.0,0.0,08057X0002
loc213n0022,3.49,0.0022873637869467943,08057X0002
loc213n0023,3.37,0.0022873637869467943,08057X0002
loc213n0024,3.32,0.0022873637869467943,08057X0002
loc213n0025,3.47,0.0022873637869467943,08057X0002
loc213n0026,-9999.0,0.0,08057X0002
loc213n0027,0.77,0.0022873637869467943,08057X0002
loc213n0028,-0.35,0.0022873637869467943,08057X0002
loc213n0029,-9999.0,0.0,08057X0002
loc213n0030,-1.36,0.0022873637869467943,08057X0002
loc213n0031,-1.99,0.0022873637869467943,08057X0002
loc213n0032,-9999.0,0.0,08057X0002
loc213n0033,-9999.0,0.0,08057X0002
loc213n0034,-9999.0,0.0,08057X0002
loc213n0035,-3.98,0.0022873637869467943,08057X0002
loc213n0036,-11.78,0.0022873637869467943,08057X0002
loc213n0037,-3.56,0.0022873637869467943,08057X0002
loc213n0038,-5.55,0.0022873637869467943,08057X0002
loc213n0039,-5.2,0.0022873637869467943,08057X0002
loc213n0040,-5.15,0.0022873637869467943,08057X0002
loc214n0001,-9999.0,0.0,08781X0001
loc214n0002,-9999.0,0.0,08781X0001
loc214n0003,-9999.0,0.0,08781X0001
loc214n0004,-9999.0,0.0,08781X0001
loc214n0005,-9999.0,0.0,08781X0001
loc214n0006,31.3,0.001002889560678844,08781X0001
loc214n0007,-9999.0,0.0,08781X0001
loc214n0008,-9999.0,0.0,08781X0001
loc214n0009,-9999.0,0.0,08781X0001
loc214n0010,28.045,0.001002889560678844,08781X0001
loc214n0011,23.6,0.001002889560678844,08781X0001
loc214n0012,22.570000000000004,0.001002889560678844,08781X0001
loc214n0013,20.94,0.001002889560678844,08781X0001
loc214n0014,19.943333333333328,0.001002889560678844,08781X0001
loc214n0015,18.476666666666667,0.001002889560678844,08781X0001
loc214n0016,17.786666666666665,0.001002889560678844,08781X0001
loc214n0017,16.416666666666668,0.001002889560678844,08781X0001
loc214n0018,15.405,0.001002889560678844,08781X0001
loc214n0019,13.9,0.001002889560678844,08781X0001
loc214n0020,12.61,0.001002889560678844,08781X0001
loc214n0021,11.816666666666668,0.001002889560678844,08781X0001
loc214n0022,10.336666666666668,0.001002889560678844,08781X0001
loc214n0023,8.4275,0.001002889560678844,08781X0001
