Date	value
2019-06-02	75.32
2019-06-03	75.46
2019-06-04	76.03
2019-06-05	76.18
2019-06-06	76.36
2019-06-07	76.38
2019-06-08	76.33
2019-06-09	76.4
2019-06-10	76.42
2019-06-11	76.48
2019-06-12	76.48
2019-06-13	76.52
2019-06-14	76.51
2019-06-15	76.46
2019-06-16	76.49
2019-06-17	76.54
2019-06-18	76.57
2019-06-19	76.53
2019-06-20	76.48
2019-06-21	76.46
2019-06-22	76.48
2019-06-23	76.49
2019-06-24	76.49
2019-06-25	76.47
2019-06-26	76.46
2019-06-27	76.43
2019-06-28	76.4
2019-06-29	76.4
2019-06-30	76.34
2019-07-01	76.31
2019-07-02	70.67
2019-07-03	75.66
2019-07-04	76.12
2019-07-05	74.99
2019-07-06	73.34
2019-07-07	65.76
2019-07-08	65.31
2019-07-09	65.36
2019-07-10	65.32
2019-07-11	65.34
2019-07-12	65.24
2019-07-13	65.27
2019-07-14	76.22
2019-07-15	72.86
2019-07-16	71.12
2019-07-17	69.96
2019-07-18	69.99
2019-07-19	66.1
2019-07-20	65.57
2019-07-21	65.35
2019-07-22	65.18
2019-07-23	65.11
2019-07-24	65.08
2019-07-25	65.0
2019-07-26	64.98
2019-07-27	75.23
2019-07-28	69.71
2019-07-29	69.9
2019-07-30	66.02
2019-07-31	65.56
